.05,-.9580411,-.0726813,-.0325661,.0215438,.0783134,-.0492886,-.1390976,-.0572168,.0306574,-.3220749,-.3151937,.0726512,.0328587,.1051793,.0332571,-.0795576,-.0605066,-.0041731,45.04856
.1,-.5914529,-.0032975,.0310582,.041887,.0563734,.0003561,-.042791,-.0891158,.0540352,-.1701863,-.2059271,.0440718,-.0211033,.1444844,.0147428,-.0383359,.0025984,-.0328697,22.81032
.15,-.4642858,-.0293854,-.0023874,.0259312,.0204872,.0283199,.008522,-.0868284,.0166198,-.1028848,-.1851988,.044178,.0163888,.1497013,-.0270404,-.0485542,.0162317,-.0432189,16.48067
.2,-.3951615,-.0490105,.0248033,.034691,.0177167,.0108268,.0099082,-.0863896,.0162195,-.0765731,-.1561571,.0328053,.0202202,.132085,-.0261449,-.0404606,.0164861,-.0281353,14.41355
.25,-.348397,-.0678934,-.0122552,.0121995,.0319466,-.0022758,-.019635,-.1179767,.0234048,-.0118358,-.1485829,.0713666,.0470268,.1169004,-.0386388,-.0410897,.0212129,-.005136,13.19829
.3,-.3581065,-.0863321,-.0066496,-.0009603,.0027665,.009919,-.0219892,-.1354721,.0153928,-.0032004,-.1238651,.0892638,.068818,.1254784,-.0485994,-.0481255,.0152365,.0081519,12.97701
.35,-.378829,-.1173592,-.006309,.0053988,-.0053586,.0054971,-.0278498,-.1494416,.0090686,.0550765,-.1205527,.1276744,.1044796,.1317775,-.0541237,-.0517891,.0231558,.0151894,13.05861
.4,-.363951,-.1027909,-.0118441,-.0045209,-.0050622,.0261993,-.0234945,-.1650115,.0257034,.1057957,-.1212586,.1423704,.1264923,.1457615,-.0605425,-.0464992,.0289571,.011392,12.9978
.45,-.3611502,-.1100466,-.0317857,.0040131,.0021153,.0360534,-.0186531,-.1676357,.0296634,.1337662,-.1184176,.1688691,.1599563,.1450517,-.0623071,-.0490549,.0256899,.0203878,13.10574
.5,-.3952652,-.1354876,-.0415726,-.0157302,-.0000233,-.0091045,-.028796,-.153405,.0319268,.1805222,-.1053585,.1758297,.1658731,.1414917,-.0725027,-.0573807,.0313105,.0214518,13.18621
.55,-.3958231,-.1595702,-.0440564,-.0070704,.0052508,-.0191518,-.0437621,-.1727663,.0352617,.0844799,-.1206251,.1710877,.1862745,.1433356,-.0813583,-.0444743,.0358643,.0165218,13.40415
.6,-.3790422,-.1510511,-.0471013,.0014943,.0126633,-.0103113,-.0467394,-.1835259,.0425635,.1429356,-.093632,.2012264,.268572,.1316974,-.0803975,-.0402404,.0325242,.0223523,13.75705
.65,-.3770672,-.1764302,-.077401,-.0016017,.0322661,.0045057,-.0389599,-.1841101,.0544154,.2151993,-.1085976,.2314944,.343736,.1124396,-.0868915,-.061016,.0101787,.0491454,14.61959
.7,-.3468769,-.1529276,-.1043794,.003118,.0362327,.0260121,-.0540549,-.201261,.0738593,.268386,-.0956777,.2450595,.3495397,.0789512,-.0805013,-.0840085,-.0152043,.0881737,15.45985
.75,-.2775057,-.1498996,-.0864165,.0326139,.0436954,.058642,-.0110874,-.2089613,.0655678,.1915644,-.0833418,.2181591,.382442,.056224,-.0340664,-.081166,-.0377396,.1137501,15.73605
.8,-.2200308,-.10455,-.0636306,.0239776,.0448963,.0634906,-.0345833,-.2203594,.0736904,.2813975,-.0445524,.1909233,.3646694,.0381305,.014498,-.0860398,-.0685868,.1361574,16.21166
.85,-.2181044,-.1083916,-.0447578,.0664453,.0859379,.1046368,-.015055,-.2563533,.0777906,.391984,-.0227733,.2398019,.4642886,.0273388,.0519272,-.1182672,-.1102086,.177278,19.72656
.9,-.2159004,-.0986266,-.0740405,.0670808,.1071358,.1609622,.0087463,-.2820691,.1014384,.6088905,-.010465,.2883832,.5401378,.0176457,.0377744,-.1111125,-.1138487,.150291,25.95378
.95,-.2139298,-.147577,-.1429015,-.0037774,.0045688,.0624019,.0958971,-.3179326,.1644869,.9117628,.024103,.4212637,.337651,-.0023457,.0928053,-.0545906,-.1375572,.1693608,42.11478
