.05,-1.040754,-.1112542,-.0280297,-.0084628,-.0013201,.0188739,.022787,-.0447637,.1342495,-.3166178,-.2910825,.0157386,-.0222149,.0771338,.0199497,-.0160902,-.0843822,-.0161259,46.32309
.1,-.5521754,-.0459884,-.0196149,.0122711,-.0054141,.0062666,-.0044144,-.1204065,.0559132,-.1361162,-.1242895,.037239,.0084201,.08547,-.0060409,-.0200897,-.0329355,.0080262,21.31264
.15,-.4497092,-.0673047,-.0069269,.0027882,-.0106846,.0038266,-.0271391,-.1383748,.0511514,-.1290243,-.0882876,.0358264,.0165652,.0983058,-.0173005,-.0141255,-.0191931,.0122185,17.55708
.2,-.4059234,-.065938,-.002416,-.0075753,-.0128974,.0064033,-.0308689,-.1481706,.0645011,-.1519457,-.0704156,.0590761,.0186324,.0929468,-.0292861,-.0334099,-.0069713,.048511,15.75135
.25,-.3858883,-.0771557,-.0271031,-.0197481,-.0286314,.004312,-.0368721,-.1566872,.0681619,-.127752,-.0670773,.0672782,.0301656,.0995867,-.0447504,-.044896,-.0017139,.0576536,15.16889
.3,-.3839628,-.1040937,-.0208804,-.0106112,-.0233723,.0006376,-.045011,-.1715129,.0575188,-.1376949,-.0810059,.0680599,.049918,.1157489,-.0638298,-.0513494,.002072,.0683495,14.95862
.35,-.4092531,-.1287452,-.0456237,-.0209384,-.0421045,-.0244005,-.0731277,-.1751699,.0595054,-.146555,-.0975985,.0843075,.0719804,.126651,-.0751235,-.061522,.0164006,.0898835,14.9795
.4,-.405239,-.1299206,-.0226218,-.0080061,-.0242128,.0139851,-.0804715,-.1952495,.0558865,-.1551699,-.0911382,.1191422,.0995369,.1335633,-.0896457,-.0651145,.0332875,.0916955,15.05193
.45,-.4157078,-.1540365,-.0315651,-.0062261,-.0285511,.0202101,-.071835,-.2023846,.0678148,-.1512047,-.0898602,.1314283,.1346189,.1303861,-.0797766,-.0626804,.0293749,.1080071,15.16341
.5,-.3982492,-.1902505,-.0308304,.0138729,-.01559,.0217803,-.0601086,-.2005872,.0677302,-.1426927,-.0733684,.149308,.1606642,.1214431,-.0813342,-.0764665,.0326068,.1304722,15.27845
.55,-.3897178,-.2160737,-.0661139,.0080034,-.0119737,.0128328,-.0594638,-.1858563,.0835151,-.1584506,-.0761202,.1778304,.2144064,.106215,-.0851982,-.0821105,.0351262,.14041,15.7148
.6,-.395335,-.2428287,-.0666256,.004891,-.0037569,.0018605,-.0419598,-.2037485,.0705463,-.1580117,-.0674367,.1886069,.2648388,.0927111,-.0718294,-.074566,.0241577,.1491725,16.20613
.65,-.3630054,-.2390265,-.07549,.0108025,.0198944,.0314387,-.009293,-.2056407,.0816185,-.1486855,-.0611024,.1963723,.2942128,.0853356,-.0585789,-.0799325,.009687,.1636193,16.72846
.7,-.3439683,-.2393843,-.0866275,.0085798,.0160479,.0271875,-.0065377,-.2064928,.0730627,-.1430329,-.0494863,.1899397,.3500108,.0644231,-.0201259,-.0649593,-.0012953,.1803083,17.25048
.75,-.2968174,-.2106359,-.0879421,.0329549,.0120997,.0149706,-.0134253,-.2210881,.0819978,-.1346449,-.0428405,.165298,.3558086,.0484651,.0454755,-.0441721,-.0219499,.2023072,17.84976
.8,-.2939431,-.2202536,-.0934454,.0398495,.0112864,.0213608,-.021523,-.268526,.0896279,-.1210714,-.0495964,.1525004,.3897122,.0632489,.0574823,-.0387256,-.0258838,.2019164,20.13258
.85,-.2977028,-.2420566,-.1166588,.0345794,.0347778,.0288961,-.015633,-.2923452,.0944571,-.1262563,-.0574881,.1486212,.4415468,.0546035,.0796922,-.0237677,-.0311424,.2219386,24.10045
.9,-.2206416,-.2338838,-.1372279,.0627964,.0536836,.08187,.0382601,-.3185726,.1207248,-.1089632,-.0311459,.2018808,.4819871,.054203,.0824456,-.0184573,-.0393238,.2299183,31.17252
.95,-.2329453,-.2937318,-.2684995,.0644049,.0686162,.0839584,.0359367,-.3809883,.1136646,-.0991181,.0050207,.3524653,.5624061,-.012038,.1214088,.0204885,-.0957249,.2552477,56.56354
